Pays,iso3,date,real_gdp_growth_qoq,gdp_level,final_consumption_expenditure,cpi_index,short_term_interest,trade_balance_usd_billion,reer_ic37_41_cpi
Australia,AUS,1971Q4,-0.323059759,10934,31189.4,NA,6.0666666667,0.172854169,NA
Austria,AUT,1971Q4,-0.364435447,NA,NA,24.47368,NA,-0.27141903,NA
Belgium,BEL,1971Q4,1.354625558,NA,NA,20.59737,4.6666666667,-0.0627406796,NA
Canada,CAN,1971Q4,1.092959439,26854,114147,16.82907,4.7186666667,0.34825058,NA
Denmark,DNK,1971Q4,1.283205719,NA,NA,14.8118,NA,-0.21266665,NA
Finland,FIN,1971Q4,-0.611894491,NA,NA,13.30419,NA,-0.14059332,NA
France,FRA,1971Q4,0.856781066,NA,NA,15.79187,5.91,0.27950015,NA
G7,G7,1971Q4,0.416022,NA,NA,17.59585,NA,0.7387349,NA
Germany,DEU,1971Q4,-0.084182124,NA,NA,31.77085,7.0733333333,1.0752821,NA
Greece,GRC,1971Q4,-1.812361719,NA,NA,1.447677,NA,-0.39955574000000005,NA
Iceland,ISL,1971Q4,1.534907377,NA,NA,0.116743,NA,-0.020075459,NA
Ireland,IRL,1971Q4,1.669549894,NA,NA,8.697118,NA,-0.11401481,NA
Italy,ITA,1971Q4,0.56453477,NA,NA,6.083025,NA,-0.1620228,NA
Japan,JPN,1971Q4,0.911049697,NA,NA,34.10537,NA,1.1649247,NA
Luxembourg,LUX,1971Q4,1.515131032,NA,NA,21.56684,NA,NA,NA
Mexico,MEX,1971Q4,2.330250104,NA,NA,0.01517629,NA,NA,NA
Netherlands,NLD,1971Q4,-1.106227566,NA,NA,25.44094,NA,-0.27880189,NA
Norway,NOR,1971Q4,1.352474895,NA,NA,13.97592,NA,NA,NA
OECD,OECD,1971Q4,0.529553636,NA,NA,7.669144,NA,NA,NA
OECDE,OECDE,1971Q4,0.506587,NA,NA,5.834125,NA,NA,NA
Portugal,PRT,1971Q4,3.421453661,NA,NA,2.02927,NA,-0.24993768,NA
South Korea,KOR,1971Q4,0.325197209,921300,4548700,5.711251,NA,-0.26905977000000003,NA
Spain,ESP,1971Q4,2.013559197,NA,NA,5.481797,NA,-0.5391462,NA
Sweden,SWE,1971Q4,-0.980523847,NA,NA,14.56863,NA,0.08221732,NA
Switzerland,CHE,1971Q4,0.749717572,NA,NA,37.40069,NA,-0.3744924,NA
USMCA,USMCA,1971Q4,0.484933,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1971Q4,0.384586786,16398,35038,9.486138,NA,-0.6186001,NA
United States,USA,1971Q4,0.234864641,308808,836707.9,17.34053,4.93,-1.3486,NA
Australia,AUS,1972Q1,-1.19205389,11135,30511.3,NA,5.5333333333,0.27894038,NA
Austria,AUT,1972Q1,3.257067641,NA,NA,24.93094,NA,-0.30541206,NA
Belgium,BEL,1972Q1,1.328109516,NA,NA,20.83077,4.0833333333,0.0562803,NA
Canada,CAN,1972Q1,-0.334587909,25457,110804,17.0661,4.6053333333,0.27979370000000003,NA
Denmark,DNK,1972Q1,1.504750769,NA,NA,14.99893,NA,-0.11692166,NA
Finland,FIN,1972Q1,4.909210676,NA,NA,13.37006,NA,-0.010581074,NA
France,FRA,1972Q1,1.309796145,NA,NA,15.99658,5.2566666667,0.08629809000000001,NA
G7,G7,1972Q1,1.493377,NA,NA,17.80182,NA,0.41186383000000004,NA
Germany,DEU,1972Q1,0.101102707,NA,NA,32.48846,4.9566666667,1.4372844999999999,NA
Greece,GRC,1972Q1,5.062805638,NA,NA,1.447677,NA,-0.27317653,NA
Iceland,ISL,1972Q1,1.348162449,NA,NA,0.120461,NA,-0.007125931,NA
Ireland,IRL,1972Q1,1.687688006,NA,NA,8.893242,NA,-0.11549006,NA
Italy,ITA,1972Q1,1.104811466,NA,NA,6.156862,NA,-0.021765384,NA
Japan,JPN,1972Q1,3.258014557,NA,NA,34.61441,NA,1.2338734,NA
Luxembourg,LUX,1972Q1,1.664932254,NA,NA,21.77897,NA,NA,NA
Mexico,MEX,1972Q1,2.264728797,NA,NA,0.0153744,NA,NA,NA
Netherlands,NLD,1972Q1,2.850949081,NA,NA,26.08361,NA,-0.18418444,NA
Norway,NOR,1972Q1,1.367177317,NA,NA,14.33428,NA,NA,NA
OECD,OECD,1972Q1,1.548677204,NA,NA,7.767653,NA,NA,NA
OECDE,OECDE,1972Q1,1.075112,NA,NA,5.927345,NA,NA,NA
Portugal,PRT,1972Q1,-0.052890599,NA,NA,2.099381,NA,-0.23954464,NA
South Korea,KOR,1972Q1,1.891606546,971200,4806500,6.152627,NA,-0.21016467,NA
Spain,ESP,1972Q1,1.622512359,NA,NA,5.535124,NA,-0.6849704,NA
Sweden,SWE,1972Q1,0.473547083,NA,NA,14.81788,NA,0.057571659,NA
Switzerland,CHE,1972Q1,0.917431193,NA,NA,37.91261,NA,-0.3903658,NA
USMCA,USMCA,1972Q1,1.703199,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1972Q1,0.218510426,16603,36311,9.61814,NA,-0.9466206,NA
United States,USA,1972Q1,1.837215912,299204,842857.6,17.4671,3.88,-1.657,NA
Australia,AUS,1972Q2,2.22662358,11558,31779.1,NA,5.6166666667,0.5044223999999999,NA
Austria,AUT,1972Q2,-0.037419387,NA,NA,25.40809,NA,-0.3324318,NA
Belgium,BEL,1972Q2,1.304745354,NA,NA,21.1448,3.5,0.13104338999999998,NA
Canada,CAN,1972Q2,2.834911476,28038,116734,17.14511,5.7618333333,0.36376417,NA
Denmark,DNK,1972Q2,1.389444007,NA,NA,15.35449,NA,-0.054024180000000005,NA
Finland,FIN,1972Q2,-0.039025583,NA,NA,13.74145,NA,-0.10177884000000001,NA
France,FRA,1972Q2,0.38417729,NA,NA,16.23054,5.14,0.410363432,NA
G7,G7,1972Q2,1.849915,NA,NA,17.98844,NA,0.97503632,NA
Germany,DEU,1972Q2,1.632999089,NA,NA,32.74941,4.7133333333,1.3608103,NA
Greece,GRC,1972Q2,2.984393538,NA,NA,1.490891,NA,-0.36190485,NA
Iceland,ISL,1972Q2,1.31288888,NA,NA,0.129384,NA,-0.011461958,NA
Ireland,IRL,1972Q2,1.629577966,NA,NA,9.028501,NA,-0.13322127,NA
Italy,ITA,1972Q2,-0.045308383,NA,NA,6.259098,NA,-0.04087032,NA
Japan,JPN,1972Q2,1.881993872,NA,NA,35.12344,NA,1.3199741,NA
Luxembourg,LUX,1972Q2,1.767206835,NA,NA,22.15108,NA,NA,NA
Mexico,MEX,1972Q2,2.20276042,NA,NA,0.01561672,NA,NA,NA
Netherlands,NLD,1972Q2,0.460245494,NA,NA,26.57116,NA,-0.17600248999999998,NA
Norway,NOR,1972Q2,1.221700663,NA,NA,14.62096,NA,NA,NA
OECD,OECD,1972Q2,1.799944258,NA,NA,7.860841,NA,NA,NA
OECDE,OECDE,1972Q2,1.273722,NA,NA,6.021248,NA,NA,NA
Portugal,PRT,1972Q2,1.942276308,NA,NA,2.100369,NA,-0.2781549,NA
South Korea,KOR,1972Q2,3.069455869,1053800,5068700,6.250488,NA,-0.26801156000000004,NA
Spain,ESP,1972Q2,2.362836116,NA,NA,5.575391,NA,-0.7593818,NA
Sweden,SWE,1972Q2,0.189989184,NA,NA,15.00454,NA,0.12752333,NA
Switzerland,CHE,1972Q2,0.285353536,NA,NA,38.54746,NA,-0.411435,NA
USMCA,USMCA,1972Q2,2.307235,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1972Q2,2.638580931,17392,37445,9.822144,NA,-0.7418055,NA
United States,USA,1972Q2,2.269287506,318894,870320.6,17.59368,4.55,-1.6972,NA
Australia,AUS,1972Q3,-0.503742378,11719,32588,NA,4.5666666667,0.5326987,NA
Austria,AUT,1972Q3,1.352706757,NA,NA,25.8256,NA,-0.27840721,NA
Belgium,BEL,1972Q3,1.448760528,NA,NA,21.48098,3.6,0.12717979000000001,NA
Canada,CAN,1972Q3,0.296709917,30055,118518,17.61917,4.947,0.187209189,NA
Denmark,DNK,1972Q3,1.278677816,NA,NA,15.56034,NA,-0.26033811,NA
Finland,FIN,1972Q3,2.143043783,NA,NA,13.98904,NA,-0.075898029,NA
France,FRA,1972Q3,0.887960161,NA,NA,16.55222,4.7866666667,0.38866649999999997,NA
G7,G7,1972Q3,1.24158,NA,NA,18.24109,NA,0.21494280000000004,NA
Germany,DEU,1972Q3,2.335604225,NA,NA,33.33656,4.9233333333,1.5070193,NA
Greece,GRC,1972Q3,-0.622562921,NA,NA,1.469284,NA,-0.3985031,NA
Iceland,ISL,1972Q3,1.398144255,NA,NA,0.1308712,NA,-0.006836887,NA
Ireland,IRL,1972Q3,1.504128019,NA,NA,9.278728,NA,-0.09547266,NA
Italy,ITA,1972Q3,1.348168499,NA,NA,6.384052,NA,-0.31479923,NA
Japan,JPN,1972Q3,2.13452832,NA,NA,35.63248,NA,1.3093961,NA
Luxembourg,LUX,1972Q3,1.843768121,NA,NA,22.50929,NA,NA,NA
Mexico,MEX,1972Q3,2.189293583,NA,NA,0.01585086,NA,NA,NA
Netherlands,NLD,1972Q3,0.151999372,NA,NA,26.92574,NA,-0.11604681,NA
Norway,NOR,1972Q3,1.081400474,NA,NA,14.90765,NA,NA,NA
OECD,OECD,1972Q3,1.285556044,NA,NA,7.980208,NA,NA,NA
OECDE,OECDE,1972Q3,1.391347,NA,NA,6.136035,NA,NA,NA
Portugal,PRT,1972Q3,4.9003837710000004,NA,NA,2.139868,NA,-0.19756690999999998,NA
South Korea,KOR,1972Q3,1.467417425,1107700,5310400,6.422245,NA,-0.22078727,NA
Spain,ESP,1972Q3,2.196883976,NA,NA,5.790331,NA,-0.7301186,NA
Sweden,SWE,1972Q3,2.848964976,NA,NA,15.21466,NA,0.22754122999999998,NA
Switzerland,CHE,1972Q3,0.841034422,NA,NA,39.05938,NA,-0.42182912,NA
USMCA,USMCA,1972Q3,1.004569,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1972Q3,0.26683629,17763,38856,9.984146,NA,-1.401049264,NA
United States,USA,1972Q3,0.944089632,319052,887499.3999999999,17.76244,4.9333333333,-1.4615,NA
Australia,AUS,1972Q4,1.045381872,12108,34460.3,NA,4.6166666667,0.6038708,NA
Austria,AUT,1972Q4,4.511312077,NA,NA,26.34251,NA,-0.4232907,NA
Belgium,BEL,1972Q4,1.593273827,NA,NA,21.91579,4.1333333333,0.33069505,NA
Canada,CAN,1972Q4,2.348892248,29972,127314,17.69818,5.078,0.5936207,NA
Denmark,DNK,1972Q4,1.171983819,NA,NA,15.85976,NA,-0.19557955,NA
Finland,FIN,1972Q4,2.066012205,NA,NA,14.18162,NA,-0.070347989,NA
France,FRA,1972Q4,1.660236385,NA,NA,16.88853,6.8433333333,0.46103672,NA
G7,G7,1972Q4,1.707909,NA,NA,18.478,NA,0.99949449,NA
Germany,DEU,1972Q4,1.553896295,NA,NA,33.79322,7.85,1.9906576,NA
Greece,GRC,1972Q4,5.586891094,NA,NA,1.534105,NA,-0.4355363,NA
Iceland,ISL,1972Q4,1.542472372,NA,NA,0.1301276,NA,-0.017497916000000002,NA
Ireland,IRL,1972Q4,1.338081409,NA,NA,9.413987,NA,-0.17033766,NA
Italy,ITA,1972Q4,0.475253324,NA,NA,6.531726,NA,-0.3901173,NA
Japan,JPN,1972Q4,2.515679627,NA,NA,36.0397,NA,1.1179513,NA
Luxembourg,LUX,1972Q4,1.917260019,NA,NA,22.83445,NA,NA,NA
Mexico,MEX,1972Q4,2.17662679,NA,NA,0.0160195,NA,NA,NA
Netherlands,NLD,1972Q4,1.243391832,NA,NA,27.4576,NA,-0.25630856,NA
Norway,NOR,1972Q4,0.945670252,NA,NA,15.05099,NA,NA,NA
OECD,OECD,1972Q4,1.753062056,NA,NA,8.08718,NA,NA,NA
OECDE,OECDE,1972Q4,1.525565,NA,NA,6.254764,NA,NA,NA
Portugal,PRT,1972Q4,0.540745608,NA,NA,2.195167,NA,-0.18443859,NA
South Korea,KOR,1972Q4,3.91315873,1185400,5394900,6.235842,NA,-0.21388051,NA
Spain,ESP,1972Q4,1.981024409,NA,NA,5.88447,NA,-0.8360541,NA
Sweden,SWE,1972Q4,1.704581047,NA,NA,15.479,NA,0.25336413,NA
Switzerland,CHE,1972Q4,1.765425625,NA,NA,39.96467,NA,-0.43159860000000005,NA
USMCA,USMCA,1972Q4,1.771939,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1972Q4,1.552469148,18837,40537,10.21215,NA,-1.2187545,NA
United States,USA,1972Q4,1.67443585,341962,922932.1,17.9312,5.3,-1.5549,NA
Australia,AUS,1973Q1,2.596559559,12714,34153.6,NA,4.9833333333,0.8922379,NA
Austria,AUT,1973Q1,-1.417131378,NA,NA,26.83953,NA,-0.4553386,NA
Belgium,BEL,1973Q1,1.557743371,NA,NA,22.28417,5.2,0.03489589999999999,NA
Canada,CAN,1973Q1,2.566523984,29303,126702,18.01422,5.052,0.5162045,NA
Denmark,DNK,1973Q1,1.068889461,NA,NA,16.14982,NA,-0.26421379,NA
Finland,FIN,1973Q1,3.574796133,NA,NA,14.49799,NA,-0.14722514,NA
France,FRA,1973Q1,1.99228223,NA,NA,17.02013,7.8033333333,0.4214247,NA
G7,G7,1973Q1,2.513933,NA,NA,18.89799,NA,0.030635599999999992,NA
Germany,DEU,1973Q1,1.382723679,NA,NA,34.64131,8.2066666667,2.003329,NA
Greece,GRC,1973Q1,0.356833682,NA,NA,1.57732,NA,-0.454192,NA
Iceland,ISL,1973Q1,1.671396055,NA,NA,0.1435121,NA,-0.0064568360000000005,NA
Ireland,IRL,1973Q1,1.151515719,NA,NA,9.785948,NA,-0.15830844,NA
Italy,ITA,1973Q1,0.901496317,NA,NA,6.747557,NA,-1.0151832,NA
Japan,JPN,1973Q1,3.344675477,NA,NA,37.56681,NA,0.83561487,NA
Luxembourg,LUX,1973Q1,2.00175876,NA,NA,23.10745,NA,NA,NA
Mexico,MEX,1973Q1,2.113477478,NA,NA,0.01653035,NA,NA,NA
Netherlands,NLD,1973Q1,3.158903435,NA,NA,28.07811,NA,0.068654584,NA
Norway,NOR,1973Q1,0.813763153,NA,NA,15.48102,NA,NA,NA
OECD,OECD,1973Q1,2.3301531619999998,NA,NA,8.270825,NA,NA,NA
OECDE,OECDE,1973Q1,1.910667,NA,NA,6.390587,NA,NA,NA
Portugal,PRT,1973Q1,3.996567313,NA,NA,2.286015,NA,-0.080011311,NA
South Korea,KOR,1973Q1,3.974891898,1254100,5697500,6.285106,NA,-0.19694424,NA
Spain,ESP,1973Q1,1.840654752,NA,NA,5.986772,NA,-0.9219721000000001,NA
Sweden,SWE,1973Q1,0.664999096,NA,NA,15.72266,NA,0.4768965,NA
Switzerland,CHE,1973Q1,0.498110615,NA,NA,41.01924,NA,-0.4786585,NA
USMCA,USMCA,1973Q1,2.449354,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1973Q1,4.907592211,20050,42713,10.40415,NA,-1.9268543,NA
United States,USA,1973Q1,2.474941731,333807,933153.9,18.26873,6.4,-0.8039000000000001,NA
Australia,AUS,1973Q2,0.188495202,13311,36672.1,NA,6.2,0.7913707,NA
Austria,AUT,1973Q2,2.047167789,NA,NA,27.23716,NA,-0.4408295,NA
Belgium,BEL,1973Q2,1.51907132,NA,NA,22.61431,5.3833333333,0.09909910599999999,NA
Canada,CAN,1973Q2,0.953995394,32085,132551,18.48828,6.3391666667,0.5996928,NA
Denmark,DNK,1973Q2,0.688149787,NA,NA,16.70187,NA,-0.444672,NA
Finland,FIN,1973Q2,-3.086633172,NA,NA,15.04819,NA,-0.17960842,NA
France,FRA,1973Q2,1.080382169,NA,NA,17.42955,7.84,0.46428113000000004,NA
G7,G7,1973Q2,1.080949,NA,NA,19.37081,NA,0.022661400000000054,NA
Germany,DEU,1973Q2,0.738877462,NA,NA,35.29369,12.22,2.7046081,NA
Greece,GRC,1973Q2,3.463075952,NA,NA,1.685355,NA,-0.49949509999999997,NA
Iceland,ISL,1973Q2,1.781959172,NA,NA,0.1524352,NA,1.881013999999998e-4,NA
Ireland,IRL,1973Q2,0.976855111,NA,NA,10.08352,NA,-0.16553021,NA
Italy,ITA,1973Q2,2.996680537,NA,NA,6.980427,NA,-1.3826043000000001,NA
Japan,JPN,1973Q2,0.91447627,NA,NA,38.99211,NA,-0.33052161,NA
Luxembourg,LUX,1973Q2,2.106209441,NA,NA,23.64127,NA,NA,NA
Mexico,MEX,1973Q2,2.05215716,NA,NA,0.01710995,NA,NA,NA
Netherlands,NLD,1973Q2,-0.328806944,NA,NA,28.76511,NA,-0.0037958299999999827,NA
Norway,NOR,1973Q2,0.999672088,NA,NA,15.7677,NA,NA,NA
OECD,OECD,1973Q2,1.10287441,NA,NA,8.492136,NA,NA,NA
OECDE,OECDE,1973Q2,1.075161,NA,NA,6.574735,NA,NA,NA
Portugal,PRT,1973Q2,2.114461523,NA,NA,2.353164,NA,-0.21545823,NA
South Korea,KOR,1973Q2,4.1680241,1329900,6094900,6.339029,NA,-0.3744216,NA
Spain,ESP,1973Q2,1.782785541,NA,NA,6.254494,NA,-1.0518367,NA
Sweden,SWE,1973Q2,0.036354188,NA,NA,16.03282,NA,0.24489803,NA
Switzerland,CHE,1973Q2,-0.087897063,NA,NA,41.71291,NA,-0.45939339999999995,NA
USMCA,USMCA,1973Q2,1.165155,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1973Q2,0.189502462,19879,43125,10.73416,NA,-1.9769946,NA
United States,USA,1973Q2,1.088743434,354356,959557.2,18.64845,7.6733333333,-0.055799999999999995,NA
Australia,AUS,1973Q3,1.001223572,14057,38158.2,NA,7.3833333333,0.5997702,NA
Austria,AUT,1973Q3,0.398009616,NA,NA,27.51549,NA,-0.5045463,NA
Belgium,BEL,1973Q3,1.426949406,NA,NA,22.92633,6.9166666667,0.19290392,NA
Canada,CAN,1973Q3,0.464961005,35682,134960,19.04135,8.2725,0.4399134,NA
Denmark,DNK,1973Q3,0.316519876,NA,NA,17.09485,NA,-0.34054009,NA
Finland,FIN,1973Q3,4.437518319,NA,NA,15.77722,NA,-0.10623902,NA
France,FRA,1973Q3,0.858845143,NA,NA,17.85359,9.5733333333,0.36821625,NA
G7,G7,1973Q3,0.110314,NA,NA,19.80807,NA,0.9489422000000001,NA
Germany,DEU,1973Q3,0.327712697,NA,NA,35.42417,14.3733333333,4.411407,NA
Greece,GRC,1973Q3,0.593785586,NA,NA,1.750177,NA,-0.5931181,NA
Iceland,ISL,1973Q3,1.918032306,NA,NA,0.1583838,NA,-0.019815674999999998,NA
Ireland,IRL,1973Q3,0.826587472,NA,NA,10.32022,NA,-0.18851339,NA
Italy,ITA,1973Q3,3.18178299,NA,NA,7.105382,NA,-1.6282516999999999,NA
Japan,JPN,1973Q3,0.291681205,NA,NA,40.72283,NA,-0.79843705,NA
Luxembourg,LUX,1973Q3,2.264656679,NA,NA,23.69865,NA,NA,NA
Mexico,MEX,1973Q3,1.753957612,NA,NA,0.01825444,NA,NA,NA
Netherlands,NLD,1973Q3,-0.72573153,NA,NA,29.14185,NA,-0.44251110000000005,NA
Norway,NOR,1973Q3,1.18030089,NA,NA,15.91105,NA,NA,NA
OECD,OECD,1973Q3,0.371737806,NA,NA,8.71109,NA,NA,NA
OECDE,OECDE,1973Q3,0.861725,NA,NA,6.70376,NA,NA,NA
Portugal,PRT,1973Q3,2.984993782,NA,NA,2.462774,NA,-0.34042039999999996,NA
South Korea,KOR,1973Q3,4.729453192,1467100,6443800,6.490815,NA,-0.27574471,NA
Spain,ESP,1973Q3,1.651654071,NA,NA,6.536366,NA,-1.0563152,NA
Sweden,SWE,1973Q3,0.781539966,NA,NA,16.18594,NA,0.394288961,NA
Switzerland,CHE,1973Q3,0.923731092,NA,NA,42.2863,NA,-0.5362244,NA
USMCA,USMCA,1973Q3,-0.241271,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1973Q3,-0.933010866,20563,44529,10.90816,NA,-2.688006,NA
United States,USA,1973Q3,-0.525838329,354349,977203.8999999999,19.07036,10.3533333333,0.8441000000000001,NA
Australia,AUS,1973Q4,2.49648291,14990,41182.6,NA,9.3666666667,0.50311349,NA
Austria,AUT,1973Q4,2.114916666,NA,NA,28.41014,NA,-0.4423316,NA
Belgium,BEL,1973Q4,1.324668226,NA,NA,23.51413,7.65,0.051984854,NA
Canada,CAN,1973Q4,1.844449189,35896,146202,19.35739,9.5416666667,0.5146089,NA
Denmark,DNK,1973Q4,-0.050231497,NA,NA,17.85275,NA,-0.4665846,NA
Finland,FIN,1973Q4,1.879384958,NA,NA,16.17612,NA,-0.075152429,NA
France,FRA,1973Q4,1.278319135,NA,NA,18.3215,11.3,0.29121263199999997,NA
G7,G7,1973Q4,0.975245,NA,NA,20.36276,NA,-0.1864741,NA
Germany,DEU,1973Q4,0.24886882,NA,NA,36.46797,13.77,3.6599188,NA
Greece,GRC,1973Q4,0.400258753,NA,NA,2.009462,NA,-0.5175499,NA
Iceland,ISL,1973Q4,1.916533234,NA,NA,0.1732556,NA,-0.032516066999999996,NA
Ireland,IRL,1973Q4,0.760770828,NA,NA,10.60426,NA,-0.15904799,NA
Italy,ITA,1973Q4,2.442616376,NA,NA,7.349612,NA,-1.5971396,NA
Japan,JPN,1973Q4,1.235735789,NA,NA,42.55536,NA,-1.181717,NA
Luxembourg,LUX,1973Q4,2.167429275,NA,NA,24.23595,NA,NA,NA
Mexico,MEX,1973Q4,1.442038019,NA,NA,0.01944313,NA,NA,NA
Netherlands,NLD,1973Q4,3.903124023,NA,NA,29.71803,NA,-0.31473958,NA
Norway,NOR,1973Q4,1.354833115,NA,NA,16.26941,NA,NA,NA
OECD,OECD,1973Q4,1.137538468,NA,NA,8.988783,NA,NA,NA
OECDE,OECDE,1973Q4,1.117457,NA,NA,6.938668,NA,NA,NA
Portugal,PRT,1973Q4,1.593790761,NA,NA,2.631633,NA,-0.4300698,NA
South Korea,KOR,1973Q4,1.160951619,1552400,6739300,6.765093,NA,-0.17056833999999998,NA
Spain,ESP,1973Q4,1.645425147,NA,NA,6.720289,NA,-1.4128993,NA
Sweden,SWE,1973Q4,1.365484011,NA,NA,16.64252,NA,0.21030116,NA
Switzerland,CHE,1973Q4,1.762754546,NA,NA,44.72998,NA,-0.6192093,NA
USMCA,USMCA,1973Q4,1.065121,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1973Q4,-0.390906518,21317,46213,11.29216,NA,-3.314558,NA
United States,USA,1973Q4,0.949230841,382865,1006633.2,19.49227,9.2366666667,1.4411999999999998,NA
Australia,AUS,1974Q1,0.03050156,15519,41099.4,NA,9.6166666667,0.27230863,NA
Austria,AUT,1974Q1,2.01668466,NA,NA,29.24515,NA,-0.49668059999999997,NA
Belgium,BEL,1974Q1,1.282729029,NA,NA,24.3898,8.3833333333,-0.49102533,NA
Canada,CAN,1974Q1,0.827632743,35106,147323,19.91046,9.0401666667,0.38357404,NA
Denmark,DNK,1974Q1,-0.416193242,NA,NA,18.38609,NA,-0.6655799,NA
Finland,FIN,1974Q1,-0.581897583,NA,NA,16.9189,NA,-0.28974848,NA
France,FRA,1974Q1,0.959287031,NA,NA,19.09647,12.75,-0.610226489,NA
G7,G7,1974Q1,-0.851085,NA,NA,21.22358,NA,-6.06042,NA
Germany,DEU,1974Q1,0.845690319,NA,NA,37.12035,11.32,5.070752,NA
Greece,GRC,1974Q1,-2.013449845,NA,NA,2.09589,NA,-0.5625081000000001,NA
Iceland,ISL,1974Q1,1.640139287,NA,NA,0.1948196,NA,-0.035754298999999996,NA
Ireland,IRL,1974Q1,0.861614055,NA,NA,11.10472,NA,-0.23752578,NA
Italy,ITA,1974Q1,0.810995874,NA,NA,7.826712,NA,-2.9393558,NA
Japan,JPN,1974Q1,-3.435981747,NA,NA,46.11861,NA,-3.0211464,NA
Luxembourg,LUX,1974Q1,1.538048882,NA,NA,25.09146,NA,NA,NA
Mexico,MEX,1974Q1,1.403345049,NA,NA,0.02075299,NA,NA,NA
Netherlands,NLD,1974Q1,0.575004502,NA,NA,30.67096,NA,-0.08471522000000001,NA
Norway,NOR,1974Q1,1.522530474,NA,NA,16.84278,NA,NA,NA
OECD,OECD,1974Q1,-0.430298778,NA,NA,9.381568,NA,NA,NA
OECDE,OECDE,1974Q1,0.32912,NA,NA,7.214603,NA,NA,NA
Portugal,PRT,1974Q1,0.547245244,NA,NA,2.942593,NA,-0.217290915,NA
South Korea,KOR,1974Q1,5.126242748,1864500,7863200,7.706428,NA,-0.3735656,NA
Spain,ESP,1974Q1,1.698325068,NA,NA,6.930332,NA,-1.7033322000000002,NA
Sweden,SWE,1974Q1,-0.532074444,NA,NA,17.41709,NA,-0.31525766,NA
Switzerland,CHE,1974Q1,1.46096557,NA,NA,44.97057,NA,-0.6654635,NA
USMCA,USMCA,1974Q1,-0.515609,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1974Q1,-2.772464004,21136,47970,11.80738,NA,-4.057118,NA
United States,USA,1974Q1,-0.859705265,361840,1008507.3,20.16733,8.64,-0.8869,NA
Australia,AUS,1974Q2,-2.029641017,15789,44007.3,NA,18.9333333333,-0.044877570000000006,NA
Austria,AUT,1974Q2,-0.421365581,NA,NA,30.02052,NA,-0.4637664,NA
Belgium,BEL,1974Q2,1.269724956,NA,NA,25.45871,10.2166666667,-0.42107868000000004,NA
Canada,CAN,1974Q2,1.025739182,37914,155943,20.62154,11.1915,0.34110045,NA
Denmark,DNK,1974Q2,-0.490190037,NA,NA,19.26563,NA,-0.6766069,NA
Finland,FIN,1974Q2,0.308619595,NA,NA,17.57915,NA,-0.30147976,NA
France,FRA,1974Q2,0.500642661,NA,NA,19.85682,12.93,-1.1487110999999999,NA
G7,G7,1974Q2,0.481669,NA,NA,21.87593,NA,-8.670365,NA
Germany,DEU,1974Q2,-0.076938462,NA,NA,37.70749,9.5433333333,4.972219,NA
Greece,GRC,1974Q2,-5.264455677,NA,NA,2.182319,NA,-0.5753596,NA
Iceland,ISL,1974Q2,1.177278438,NA,NA,0.2104349,NA,-0.03971991,NA
Ireland,IRL,1974Q2,1.126914412,NA,NA,11.72014,NA,-0.3811617,NA
Italy,ITA,1974Q2,0.955063814,NA,NA,8.150458,NA,-2.8834257,NA
Japan,JPN,1974Q2,0.720303476,NA,NA,47.74752,NA,-2.3996091,NA
Luxembourg,LUX,1974Q2,0.526564292,NA,NA,25.70701,NA,NA,NA
Mexico,MEX,1974Q2,1.378937292,NA,NA,0.02140955,NA,NA,NA
Netherlands,NLD,1974Q2,1.146852459,NA,NA,31.31363,NA,-0.28011263000000003,NA
Norway,NOR,1974Q2,1.292526514,NA,NA,17.05779,NA,NA,NA
OECD,OECD,1974Q2,0.463056702,NA,NA,9.670238,NA,NA,NA
OECDE,OECDE,1974Q2,0.558472,NA,NA,7.462916,NA,NA,NA
Portugal,PRT,1974Q2,-2.033564478,NA,NA,2.95317,NA,-0.521171,NA
South Korea,KOR,1974Q2,-0.632327757,1907000,8801100,7.828921,NA,-0.5576846,NA
Spain,ESP,1974Q2,1.263590499,NA,NA,7.202409,NA,-2.3035091999999997,NA
Sweden,SWE,1974Q2,1.702633011,NA,NA,17.39753,NA,-0.24574338,NA
Switzerland,CHE,1974Q2,0.302525739,NA,NA,45.72571,NA,-0.6857108000000001,NA
USMCA,USMCA,1974Q2,0.409148,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1974Q2,1.432578798,22654,50331,12.50938,NA,-4.81194,NA
United States,USA,1974Q2,0.237697011,384120,1050864.2,20.67362,10.9433333333,-2.7399999999999998,NA
Australia,AUS,1974Q3,1.182710638,16776,47948.6,NA,13.9333333333,-0.146499028,NA
Austria,AUT,1974Q3,0.466238085,NA,NA,30.29885,NA,-0.48534979999999994,NA
