Pays,iso3,date,real_gdp_growth_qoq,gdp_level,final_consumption_expenditure,cpi_index,short_term_interest,trade_balance_usd_billion,reer_ic37_41_cpi
European Union,EU27,2025Q3,0.399694,4701155.4,18924388.7,133.61,NA,57.20053,122.66612
Finland,FIN,2025Q3,-0.118985127,69904,287853,122.88,2.0115719,0.24212440000000002,106.32460400000001
France,FRA,2025Q3,0.544484913,748460.5,3132037.8,120.95,2.0115719,-26.213969999999996,105.737634
G20,G20,2025Q3,0.87826,NA,NA,154.6274,NA,-3.4931829999999984,NA
G7,G7,2025Q3,0.562406,NA,NA,131.6886,NA,-311.99485,NA
Germany,DEU,2025Q3,-0.028660904,1120320,4598295,129.2552,2.0115719,55.08829,106.121826
Greece,GRC,2025Q3,0.695881481,67756.6,311190.5,121.9462,2.0115719,-9.339851,111.554478
Hungary,HUN,2025Q3,0.053811356,22634033.8,85762248,173.057,6.5820666667,2.9885776,81.851184
Iceland,ISL,2025Q3,1.317260072,1306896.8,4934530.4,153.7994,7.81,-1.0009017,NA
Ireland,IRL,2025Q3,0.018288553,158636.7,311460.5,124.8541,2.0115719,29.953093000000003,104.502258
Israel,ISR,2025Q3,2.89649718,541125.3,2129722.9,118.8073,4.2847006907,-10.362496,NA
Italy,ITA,2025Q3,0.22264584,564044.4,2372587.1,123.1,2.0115719,16.385936,106.360344
Japan,JPN,2025Q3,-0.651633656,162172700,655582825,NA,0.78788,-5.745934999999999,82.335452
Latvia,LVA,2025Q3,0.785293243,10794.6,47946.1,151.7404,2.0115719,-1.0219081,106.196412
Lithuania,LTU,2025Q3,0.276619718,22181.1,86120.7,159.3507,2.0115719,-2.2211403,106.260998
Luxembourg,LUX,2025Q3,1.239120826,22010.1,61909.5,126.57,2.0115719,-2.6847188,103.924002
Mexico,MEX,2025Q3,0.06692687,8835410.7,29268020.1,NA,8.1733333333,-1.15629782,83.3686
Netherlands,NLD,2025Q3,0.52606208,290578,1074378,135.92,2.0115719,26.731918999999998,104.778872
New Zealand,NZL,2025Q3,0.862833758,108262,476215,NA,3.0933333333,-0.12896676,86.148224
Norway,NOR,2025Q3,1.287522982,1332256,4742036,138.5,4.24,NA,79.338686
OECD,OECD,2025Q3,0.61628103,NA,NA,146.8585,NA,-232.77069,NA
OECDE,OECDE,2025Q3,0.438854,NA,NA,167.9443,NA,NA,NA
Poland,POL,2025Q3,1.16376244,979124.6,4246539.6,157.9976,4.8833333333,-0.8623153,102.800398
Portugal,PRT,2025Q3,0.596514176,78894.9,328768.1,124.4882,2.0115719,-10.521624,104.376394
Slovakia,SVK,2025Q3,0.279221937,35721.3,150474.8,149.5182,2.0115719,0.71775063,103.913982
Slovenia,SVN,2025Q3,0.906054442,18131.6,69995.5,131.35,2.0115719,1.7840718,103.818798
South Korea,KOR,2025Q3,1.333991297,673343300,2404415100,123.4017,2.5266666667,20.586908,83.037762
Spain,ESP,2025Q3,0.643444425,416572,1715903,126.8419,2.0115719,-17.947142,105.83700999999999
Sweden,SWE,2025Q3,0.781080963,1602106,6275093,133.4819,2.03505,1.2984475,88.67356
Switzerland,CHE,2025Q3,-0.448334867,215131.5,534537.2,107.709,-0.053949664,15.505655,121.397294
Turkey,TUR,2025Q3,0.999172991,17472039.8,63934509.4,1292.177,NA,-18.024107,6.525976
USMCA,USMCA,2025Q3,0.944028,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2025Q3,0.079986726,761980,3442042,138.9,4,-84.95073,88.592212
United States,USA,2025Q3,1.076346213,7774506.8,23209837.9,137.0366,4.2,-262.246,102.42296
Australia,AUS,2025Q4,0.792512752,758337,2230893.2,135.0688,3.64,10.3541,88.902348
Austria,AUT,2025Q4,0.021717565,129477.1,523736.2,140.3549,2.0415044667,-2.7195104,103.943652
Belgium,BEL,2025Q4,0.051844967,170831.2,677255,135.071,2.0415044667,9.819534,105.121884
Canada,CAN,2025Q4,-0.151438969,836072,3504877,130.3661,2.2276666667,0.3706861,90.410526
Chile,CHL,2025Q4,0.570480675,92447736.4,254389243.2,NA,4.7161654136,8.333318,NA
Colombia,COL,2025Q4,0.120206239,489823877.6,1779110414.8,177.9717,8.76,-5.349829,NA
Costa Rica,CRI,2025Q4,0.794244567,13120513.6,41566571.1,NA,3.32,0.7980839,NA
Czechia,CZE,2025Q4,0.716221626,2248912,8160325,155.2,3.5393434343,8.045396,117.27778
Denmark,DNK,2025Q4,0.248586553,811887.8,2850046.4,121.2,1.9888387333,13.798956,105.882594
EA20,EA20,2025Q4,0.199426,4127433.1,16393836.2,129.55,2.0415044667,NA,NA
Estonia,EST,2025Q4,-0.115503471,10539.1,43723.9,161.6866,2.0415044667,-1.0723002,105.414872
European Union,EU27,2025Q4,0.226097,4959676.8,19582742.7,133.81,NA,64.19078999999999,122.64858222222222
Finland,FIN,2025Q4,0.292561578,74092,294355,122.67,2.0415044667,-0.655453,106.254644
France,FRA,2025Q4,0.217161782,753456.9,3217210.9,120.9,2.0415044667,-19.493116,105.73846
G20,G20,2025Q4,0.7,NA,NA,155.4575,NA,48.416308,NA
G7,G7,2025Q4,0.161137,NA,NA,131.6772,NA,-263.55486,NA
Germany,DEU,2025Q4,0.296283038,1152730,4718519,129.3606,2.0415044667,59.1672,106.077832
Greece,GRC,2025Q4,0.799664959,63836.3,310384.5,122.4494,2.0415044667,-9.983394,111.622196
Hungary,HUN,2025Q4,0.088412167,24449131.8,92600485,173.2791,6.6073666667,2.5814371,83.80508
Iceland,ISL,2025Q4,-0.780754336,1253191.8,5206284.8,155.5573,7.6433333333,-0.8750906,NA
Ireland,IRL,2025Q4,-3.831081343,157165.2,326686.8,125.8201,2.0415044667,16.194461,104.473606
Israel,ISR,2025Q4,1.024570697,555695.9,2106802.1,118.8073,4.143228918,-9.619043,NA
Italy,ITA,2025Q4,0.258650139,603560.6,2428400.2,122.6,2.0415044667,15.939662,106.354668
Japan,JPN,2025Q4,0.326513038,174531700,678490900,NA,0.89606,-0.3807222000000001,79.14344
Latvia,LVA,2025Q4,0.615782179,11055.3,49098,151.8226,2.0415044667,-1.1092156,106.125066
Lithuania,LTU,2025Q4,1.890009595,22445.5,89023.90000000001,160.0782,2.0415044667,-1.9297371,106.190122
Luxembourg,LUX,2025Q4,-0.065871595,24266.2,67052.7,126.18,2.0415044667,-2.839015,103.901208
Mexico,MEX,2025Q4,0.863495916,8934964.6,29770116.8,NA,7.68,0.21776210000000007,85.046768
Netherlands,NLD,2025Q4,0.535401551,304852,1087878,135.27,2.0415044667,33.363730000000004,104.754318
New Zealand,NZL,2025Q4,0.248265687,117415,491445,NA,2.5133333333,-0.4345819,83.706276
Norway,NOR,2025Q4,-0.332934074,1405751,4951271,139.1,4.18,NA,79.717982
OECD,OECD,2025Q4,0.234431801,NA,NA,147.3652,NA,-194.26494,NA
OECDE,OECDE,2025Q4,0.267562,NA,NA,169.1774,NA,NA,NA
Poland,POL,2025Q4,1.096992079,1110403.6,4363942.7,158.3232,4.3,-0.19636119999999993,103.249098
Portugal,PRT,2025Q4,0.93511224,80695.2,351631.5,124.2424,2.0415044667,-8.704675,104.35688400000001
Slovakia,SVK,2025Q4,0.257233769,35878.2,154518.9,149.5794,2.0415044667,1.1985648,103.827044
Slovenia,SVN,2025Q4,0.375950097,18331.7,72450,131.33,2.0415044667,0.5513395099999999,103.747018
South Korea,KOR,2025Q4,-0.160811925,709391200,2445821000,123.9393,2.6933333333,26.985309,79.80501
Spain,ESP,2025Q4,0.826932412,450529,1802760,128.4016,2.0415044667,-16.916342,105.830394
Sweden,SWE,2025Q4,0.501740157,1747382,6509135,133.3862,1.8834433333,1.7493722,89.974126
Switzerland,CHE,2025Q4,0.141074271,218871.5,540524.8,107.1957,-0.0533413872,12.70629,122.084874
Turkey,TUR,2025Q4,0.383936061,18467295.3,69399373.9,1348.454,NA,-26.974643999999998,6.329384
USMCA,USMCA,2025Q4,0.169277,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2025Q4,0.054698936,774633,3466933,139.9,3.84,-79.89062,87.64323
United States,USA,2025Q4,0.120344611,7971751,23600578.1,136.7218,3.86,-239.268,102.92034
South Korea,KOR,2026Q1,1.693621951,NA,NA,124.4243,2.7666666667,58.183170000000004,NA
United States,USA,1947Q1,NA,58497,84619.8,NA,NA,NA,NA
United Kingdom,GBR,1955Q1,NA,4666,11197,4.859513,NA,NA,NA
Australia,AUS,1959Q3,NA,3978,10932.3,NA,NA,0.0796302,NA
Australia,AUS,1959Q4,NA,4094,11631.9,NA,NA,0.050221746,NA
Australia,AUS,1960Q1,NA,4173,11359.4,NA,NA,-0.0021458399999999996,NA
South Korea,KOR,1960Q1,NA,56640,240000,NA,NA,-0.07706078,NA
Canada,CAN,1961Q1,NA,9514,43899,12.40453,3.6966666667,0.025030101,NA
New Zealand,NZL,1987Q2,NA,15792,65367,NA,22.6933333333,0.019968559999999996,NA
Indonesia,IDN,1990Q1,NA,60445711.8,5503597.2,9.185008,NA,1.2828576,NA
Indonesia,IDN,1990Q2,NA,62429697.7,5500024.8,9.491176,NA,1.1136184,NA
Indonesia,IDN,1990Q3,NA,64489903.9,5284517.2,9.809838,NA,0.33801882000000005,NA
Indonesia,IDN,1990Q4,NA,66137574.8,5264700.9,9.947302,NA,0.9880278,NA
Costa Rica,CRI,1991Q1,NA,203952.3,683813.7,8.446856,NA,NA,NA
Indonesia,IDN,1991Q1,NA,71340187.2,6160028.7,10.05977,NA,0.79214517,NA
Indonesia,IDN,1991Q2,NA,73923334.3,6174050.8,10.31595,NA,0.6800848,NA
Indonesia,IDN,1991Q3,NA,76503248.4,6750320.1,10.72209,NA,1.2209258,NA
Indonesia,IDN,1991Q4,NA,78744938.6,6877648,10.94078,NA,0.7096458,NA
China,CHN,1992Q1,NA,528490,NA,NA,NA,2.3746020999999997,NA
Indonesia,IDN,1992Q1,NA,80714891.3,7316296.7,11.09074,NA,0.9387226,NA
China,CHN,1992Q2,NA,650790,NA,NA,NA,0.9597079,NA
Indonesia,IDN,1992Q2,NA,83048163.5,7212093.8,11.27819,NA,1.2264179,NA
China,CHN,1992Q3,NA,721840,NA,NA,NA,1.4493768999999999,NA
Indonesia,IDN,1992Q3,NA,86468738.2,7646301.6,11.34067,NA,1.799882,NA
China,CHN,1992Q4,NA,828440,NA,NA,NA,0.54194115,NA
Indonesia,IDN,1992Q4,NA,89262743.1,8391931.4,11.49063,NA,2.5350314,NA
China,CHN,1993Q1,NA,686630,NA,42.35071,NA,-0.6823447,NA
Indonesia,IDN,1993Q1,NA,94053823.7,7879128.9,12.24668,NA,2.5801118,NA
South Africa,ZAF,1993Q1,NA,110916,362792.8,27.26949,11.5299654321,0.39570462,NA
China,CHN,1993Q2,NA,839040,NA,44.16555,NA,-2.6291013,NA
Indonesia,IDN,1993Q2,NA,97070409.7,8631176.1,12.30916,NA,2.279515,NA
South Africa,ZAF,1993Q2,NA,117848,388702.6,28.23682,11.5055462653,1.6223177,NA
China,CHN,1993Q3,NA,942310,NA,45.97549,NA,-3.9598519999999997,NA
Indonesia,IDN,1993Q3,NA,100827705.7,8700496.3,12.46537,NA,1.9250379999999998,NA
South Africa,ZAF,1993Q3,NA,124611,398515.3,28.69745,11.6890503324,0.9630367,NA
China,CHN,1993Q4,NA,1113990,NA,48.12294,NA,-3.38732,NA
Indonesia,IDN,1993Q4,NA,104503812.2,8628072.1,12.65907,NA,1.8518662000000001,NA
South Africa,ZAF,1993Q4,NA,127619,426433.3,29.06596,10.566574359,1.05221,NA
China,CHN,1994Q1,NA,942410,NA,51.83727,NA,-0.84507422,66.41092
Indonesia,IDN,1994Q1,NA,106704409.8,8123389,13.13394,NA,1.8428363,NA
South Africa,ZAF,1994Q1,NA,128825,423768.3,29.75691,10.1481487654,1.0026742,NA
China,CHN,1994Q2,NA,1153270,NA,54.14696,NA,0.1507066,64.849872
Indonesia,IDN,1994Q2,NA,112168341,8923823,13.25266,NA,2.1562805,NA
South Africa,ZAF,1994Q2,NA,133828,440858.1,30.30967,10.6183744758,0.16887353,NA
China,CHN,1994Q3,NA,1292540,NA,58.52681,NA,1.1125558,62.810774
Indonesia,IDN,1994Q3,NA,117815638.4,9162229.3,13.62755,NA,2.1319115,NA
South Africa,ZAF,1994Q3,NA,138401,453384.1,31.59945,10.7785992403,0.24450062,NA
China,CHN,1994Q4,NA,1498010,NA,60.39429,NA,4.273977,63.038408
Indonesia,IDN,1994Q4,NA,122815184.6,9059214.8,13.88373,NA,1.8204787,NA
South Africa,ZAF,1994Q4,NA,144038,484160.8,31.92189,12.1457435897,0.23432053,NA
Bulgaria,BGR,1995Q1,NA,137,538,1.455417,NA,NA,1889.152122
China,CHN,1995Q1,NA,1218230,NA,62.87861,NA,9.46605,62.44787
Croatia,HRV,1995Q1,NA,3962,18341.3,NA,NA,NA,100.908486
EA20,EA20,1995Q1,NA,1381424.9,5811380.4,69.22405,6.9433333333,NA,NA
Estonia,EST,1995Q1,NA,660.6,2823,NA,NA,-0.14963931,92.917528
European Union,EU27,1995Q1,NA,1518902.1,6371760.7,NA,NA,NA,73.77941888888888
Hungary,HUN,1995Q1,NA,1262264.1,5791203,24.36757,32.3666666667,-0.8577714,194.684662
Indonesia,IDN,1995Q1,NA,129132547.7,9822612,14.30862,NA,1.4556599,NA
Israel,ISR,1995Q1,NA,74580.9,318721.7,54.01376,16.3041345756,-2.710585,NA
Latvia,LVA,1995Q1,NA,901.3,4487.6,37.65838,NA,NA,92.110574
Lithuania,LTU,1995Q1,NA,1760.6,8247.3,44.5904,NA,NA,56.372422
Poland,POL,1995Q1,NA,81604.3,337742,37.13525,29.71,-1.2750355,124.80082
Romania,ROU,1995Q1,NA,1754.3,6994.1,NA,NA,NA,1698.077518
Slovenia,SVN,1995Q1,NA,2521.8,10112.9,41.6894,NA,NA,143.42572
South Africa,ZAF,1995Q1,NA,145954,477815.6,32.84315,12.8665230769,-0.7970647000000001,NA
Turkey,TUR,1995Q1,NA,2236.2,8792.1,0.7580361,NA,-2.3372177,5295.36761
Bulgaria,BGR,1995Q2,NA,141.7,536.2,1.491914,NA,NA,1839.862288
China,CHN,1995Q2,NA,1468520,NA,64.00171,NA,5.737131,60.326480000000004
Croatia,HRV,1995Q2,NA,3914.8,19461.1,NA,NA,NA,104.613894
Indonesia,IDN,1995Q2,NA,134602460.1,9622123.1,14.64603,NA,0.94930526,NA
Romania,ROU,1995Q2,NA,1846.6,9602.5,NA,NA,NA,1547.693444
Slovenia,SVN,1995Q2,NA,2597.9,11122.8,42.27149,NA,NA,146.949302
South Africa,ZAF,1995Q2,NA,152471.5,499217.6,33.349850000000004,13.4966470862,0.23874133000000003,NA
Bulgaria,BGR,1995Q3,NA,171.4,716.6,1.589728,NA,NA,1818.758452
China,CHN,1995Q3,NA,1624180,NA,66.25234,NA,1.7634048,61.809692
Croatia,HRV,1995Q3,NA,3743,19793.100000000002,NA,NA,NA,101.49401399999999
Indonesia,IDN,1995Q3,NA,138124583.1,9946715.9,14.84597,NA,0.5174108,NA
Romania,ROU,1995Q3,NA,1938.2,7982.8,NA,NA,NA,1462.677986
Slovenia,SVN,1995Q3,NA,2693.8,11749.4,42.61583,NA,NA,144.447352
South Africa,ZAF,1995Q3,NA,160806,510586.1,33.67229,13.9458410256,-0.13526669999999996,NA
Bulgaria,BGR,1995Q4,NA,202.1,860.2,1.721264,NA,NA,1762.8500299999998
China,CHN,1995Q4,NA,1854010,NA,66.49411,NA,1.4228692,62.122382
Croatia,HRV,1995Q4,NA,4124.8,20905.2,NA,NA,NA,101.16589
Indonesia,IDN,1995Q4,NA,144556273.9,11074368.1,15.12715,NA,1.8712724,NA
Romania,ROU,1995Q4,NA,2071.6,10870.2,NA,NA,NA,1263.603456
Slovenia,SVN,1995Q4,NA,2783.9,12039.8,43.8702,NA,NA,138.434818
South Africa,ZAF,1995Q4,NA,163632.3,536242.3,34.13293,13.7995317726,-1.1711922,NA
Brazil,BRA,1996Q1,NA,199870.9,660297.1,29.65927,NA,-0.22829052,284.016202
Bulgaria,BGR,1996Q1,NA,181,922.8000000000001,1.836465,NA,NA,1711.00177
Chile,CHL,1996Q1,NA,8101427.6,22242613.8,50.87081,NA,-0.5548225,NA
China,CHN,1996Q1,NA,1472060,NA,69.04071,NA,0.16577000000000003,63.426448
Croatia,HRV,1996Q1,NA,4138.1,19137.8,NA,NA,NA,101.077042
Indonesia,IDN,1996Q1,NA,148095385,11833310.1,15.69574,NA,1.7526283,NA
Romania,ROU,1996Q1,NA,2031.4,10744.9,NA,NA,NA,1113.5347279999999
Slovenia,SVN,1996Q1,NA,2882.4,12161.9,45.69846,NA,NA,130.71774399999998
South Africa,ZAF,1996Q1,NA,164727,532853.6,34.86994,14.0286230769,-1.1354632,NA
Brazil,BRA,1996Q2,NA,207327,693467.5,30.7611,NA,-0.62843622,285.652832
Bulgaria,BGR,1996Q2,NA,186.1,979,2.50973,NA,NA,1134.529084
China,CHN,1996Q2,NA,1723970,NA,69.50586,NA,1.8126137,64.689148
Croatia,HRV,1996Q2,NA,4252.7,20315.6,NA,NA,NA,100.453098
Indonesia,IDN,1996Q2,NA,155257265.5,10966805.8,15.72698,NA,0.7709663,NA
Romania,ROU,1996Q2,NA,2633.2,12938.5,NA,NA,NA,1067.3606439999999
South Africa,ZAF,1996Q2,NA,174190,564448.9,35.65302,15.3217177629,-0.68925391,NA
Brazil,BRA,1996Q3,NA,218332.1,738745.7999999999,31.28637,NA,-1.5430842,277.987478
Bulgaria,BGR,1996Q3,NA,294,1520.6000000000001,4.29866,NA,NA,648.2796539999999
China,CHN,1996Q3,NA,1870550,NA,71.15501,NA,5.5127310000000005,64.305864
Croatia,HRV,1996Q3,NA,4374.7,20697.9,NA,NA,NA,102.528752
Indonesia,IDN,1996Q3,NA,161280495.6,11399541.2,15.8582,NA,2.1032621000000002,NA
Romania,ROU,1996Q3,NA,3011.9,14286.8,NA,NA,NA,993.166694
South Africa,ZAF,1996Q3,NA,180247,579932.6,36.48216,15.39290717,0.049152819999999986,NA
Brazil,BRA,1996Q4,NA,229233.7,810548,31.62882,NA,-3.1077375,277.17799
Bulgaria,BGR,1996Q4,NA,457.2,2149.7,7.084352,NA,NA,410.353306
China,CHN,1996Q4,NA,2154470,NA,71.1487,NA,5.747885,65.415748
Croatia,HRV,1996Q4,NA,4536.1,21924,NA,NA,NA,101.347692
Indonesia,IDN,1996Q4,NA,175618948,11627989.4,16.0394,NA,2.334872,NA
Romania,ROU,1996Q4,NA,3509.7,17291.9,NA,NA,NA,902.41334
South Africa,ZAF,1996Q4,NA,182640,623683.6,37.3113,15.401038028,0.61677835,NA
Brazil,BRA,1997Q1,NA,230674.6,775823.9,32.32625,NA,-0.701295,290.478548
Bulgaria,BGR,1997Q1,NA,1101.7,4387.2,38.92496,NA,NA,91.20387600000001
China,CHN,1997Q1,NA,1680810,NA,71.80234,NA,8.759105,69.841842
Croatia,HRV,1997Q1,NA,4678.5,22295.6,NA,NA,NA,101.248152
Indonesia,IDN,1997Q1,NA,175599610.8,11926779.9,16.43929,NA,1.8360509,NA
Romania,ROU,1997Q1,NA,4223.9,22500.5,NA,NA,NA,546.087012
South Africa,ZAF,1997Q1,NA,183799,616083.1,38.23257,15.9441768859,-1.55914352,NA
Brazil,BRA,1997Q2,NA,235252.4,806961.7000000001,32.92113,NA,-2.4014657,293.44498600000003
Bulgaria,BGR,1997Q2,NA,2020.6,8720.6,40.06155,NA,NA,92.259088
China,CHN,1997Q2,NA,1928080,NA,71.45202,NA,11.01254,71.61919
Croatia,HRV,1997Q2,NA,4840.7,23358.4,NA,NA,NA,100.898888
Indonesia,IDN,1997Q2,NA,179963443.6,11576233.7,16.55176,NA,2.5669433,NA
Romania,ROU,1997Q2,NA,5870.6,28788.8,NA,NA,NA,501.774734
South Africa,ZAF,1997Q2,NA,193374,637160.6,38.78532,15.6378542735,-0.3900286,NA
Brazil,BRA,1997Q3,NA,242651.2,814267.5,33.00674,NA,-2.1675144,299.214242
Bulgaria,BGR,1997Q3,NA,3351.7,14564.8,44.97866,NA,NA,84.341758
China,CHN,1997Q3,NA,2062980,NA,72.43581,9.6721333333,10.892207,74.13132
Croatia,HRV,1997Q3,NA,4983.7,24047.3,NA,NA,NA,100.57092
Indonesia,IDN,1997Q3,NA,192183222.5,12448131.9,17.02038,NA,3.3990812,NA
Romania,ROU,1997Q3,NA,6857.9,34482.9,NA,NA,NA,506.66214
South Africa,ZAF,1997Q3,NA,199400,645485.1,39.43021,14.8614666667,-0.03389166999999998,NA
Brazil,BRA,1997Q4,NA,243511,834144.3,33.28122,NA,-2.2919724,289.666252
Bulgaria,BGR,1997Q4,NA,3257.1,15262.099999999999,45.88388,NA,NA,85.265514
China,CHN,1997Q4,NA,2350640,NA,71.43329,8.7585333333,10.582717,73.67251
Croatia,HRV,1997Q4,NA,5131.4,25185.3,NA,NA,NA,101.917218
Indonesia,IDN,1997Q4,NA,206867771.1,12893225.3,17.6952,NA,3.906962,NA
Romania,ROU,1997Q4,NA,8183.5,38589.1,NA,NA,NA,468.794148
South Africa,ZAF,1997Q4,NA,202072,679925.1,39.61446,14.5837438272,-0.1597517,NA
Brazil,BRA,1998Q1,NA,247156.1,832170.2,33.78607,NA,-1.6145544,294.299884
Bulgaria,BGR,1998Q1,NA,2844.7,11291.4,47.51766,NA,NA,85.85441
China,CHN,1998Q1,NA,1820540,NA,72.30495,8.6748,13.588097000000001,76.384248
Croatia,HRV,1998Q1,NA,5315.8,24381.899999999998,64.3,NA,NA,102.32174
Indonesia,IDN,1998Q1,NA,253872248.9,13123884.8,22.4939,24.7066666667,5.356835,NA
Romania,ROU,1998Q1,NA,6822.7,38492.8,NA,NA,NA,462.427046
South Africa,ZAF,1998Q1,NA,200855,665208.9,40.30542,13.8883777778,-0.520554954,NA
Brazil,BRA,1998Q2,NA,253571.6,841040,34.04314,NA,-1.0479642,286.808062
Bulgaria,BGR,1998Q2,NA,3009.4,11925.6,45.27492,NA,NA,86.90293799999999
China,CHN,1998Q2,NA,2044970,NA,70.52314,7.0836666667,11.949827,76.100214
Croatia,HRV,1998Q2,NA,5407.2,25829.2,65.3,NA,NA,100.21227
Indonesia,IDN,1998Q2,NA,268337711,15483180.3,25.93047,34.3266666667,6.035705,NA
Romania,ROU,1998Q2,NA,8871.5,44820.5,NA,NA,NA,445.827754
South Africa,ZAF,1998Q2,NA,211533,689308.1,40.81211,13.9848231884,-0.7410142,NA
Brazil,BRA,1998Q3,NA,254768.5,854059,33.75452,NA,-2.242101,278.84327
Bulgaria,BGR,1998Q3,NA,3776.2,14603,46.5401,NA,NA,88.079732
China,CHN,1998Q3,NA,2194560,NA,71.34927,6.0315666667,10.784622,75.60792000000001
Croatia,HRV,1998Q3,NA,5469.8,25543.399999999998,65.2,NA,NA,100.294192
Indonesia,IDN,1998Q3,NA,311370280.7,15995737.1,31.04783,44.9133333333,5.56592,NA
Romania,ROU,1998Q3,NA,10819.8,51691.2,NA,NA,NA,423.277744
South Africa,ZAF,1998Q3,NA,215702,705653.8,42.97709,20.1243703704,-1.0969246,NA
Brazil,BRA,1998Q4,NA,246854.9,849163.2999999999,33.83201,NA,-2.4702767,260.78874
Bulgaria,BGR,1998Q4,NA,3898.6,17652.6,46.63023,NA,NA,90.31934199999999
China,CHN,1998Q4,NA,2526320,NA,70.71896,5.6296,8.122363,71.516806
Croatia,HRV,1998Q4,NA,5539.3,25759.3,65.7,NA,NA,99.359974
Indonesia,IDN,1998Q4,NA,315424423.2,17278144,31.42897,52.32,4.857704,NA
Romania,ROU,1998Q4,NA,11220.5,54757.7,NA,NA,NA,360.722374
South Africa,ZAF,1998Q4,NA,217643,736683.1,43.16134,18.1377333333,-0.40625678,NA
Brazil,BRA,1999Q1,NA,262018.9,871556.6,34.8053,NA,-0.6542808,182.631742
Bulgaria,BGR,1999Q1,NA,2591.2,13145.1,46.95063,NA,NA,90.640792
China,CHN,1999Q1,NA,1955110,NA,71.00346,5.0633333333,6.164960000000001,73.817624
Croatia,HRV,1999Q1,NA,5519.8,24837.9,66.8,NA,NA,97.75836
Indonesia,IDN,1999Q1,NA,329139062.8,19060902.7,32.70988,39.5166666667,4.665483,NA
Romania,ROU,1999Q1,NA,9479.8,52364.4,NA,NA,NA,296.071456
South Africa,ZAF,1999Q1,NA,217376,723254.1,43.48378,15.523715384599999,0.26742133,NA
Brazil,BRA,1999Q2,NA,270274.8,895969,35.17188,NA,-0.7564639,197.676576
Bulgaria,BGR,1999Q2,NA,2840.5,13680,45.82129,NA,NA,90.70422
China,CHN,1999Q2,NA,2175130,NA,69.04216,4.0157666667,4.376367,77.2861
Croatia,HRV,1999Q2,NA,5570.9,25355.1,67.7,NA,NA,96.037348
Indonesia,IDN,1999Q2,NA,326795179.3,24613235.1,32.29124,30.8933333333,5.396158,NA
Romania,ROU,1999Q2,NA,13375.5,64663.8,NA,NA,NA,260.43286
South Africa,ZAF,1999Q2,NA,225692,763317.6,43.76017,13.5090450483,0.064317969,NA
Brazil,BRA,1999Q3,NA,271437.5,932791.2,35.86514,NA,-0.7068496,182.97741
Bulgaria,BGR,1999Q3,NA,3658.3,15570.7,48.44074,NA,NA,90.882584
China,CHN,1999Q3,NA,2325580,NA,70.77847,2.8147666667,9.45829,77.256576
Croatia,HRV,1999Q3,NA,5573.5,25761,67.9,NA,NA,95.76413
Indonesia,IDN,1999Q3,NA,327497102.9,19935507.8,31.43522,19.4633333333,6.908749,NA
Romania,ROU,1999Q3,NA,14336.9,73795.9,NA,NA,NA,248.508856
South Africa,ZAF,1999Q3,NA,238959,772967.3,43.80623,11.6518365432,-0.16409321,NA
Brazil,BRA,1999Q4,NA,283979.3,974526.3,36.85652,NA,-0.11167010000000002,178.613592
Bulgaria,BGR,1999Q4,NA,3714.3,17678.7,49.87571,NA,NA,91.21276
China,CHN,1999Q4,NA,2682070,NA,70.01177,2.7398,9.020632,77.202654
Croatia,HRV,1999Q4,NA,5653.3,27524.7,68.2,NA,NA,95.464656
Indonesia,IDN,1999Q4,NA,338663598.5,18985580.4,32.03506,13.0766666667,7.574,NA
Romania,ROU,1999Q4,NA,15926.8,85121.1,NA,NA,NA,232.801152
South Africa,ZAF,1999Q4,NA,243663,808480.1,44.12867,10.7244392419,-0.08787567000000002,NA
Brazil,BRA,2000Q1,NA,288290.2,918487.4,37.21498,NA,0.004161980000000003,200.80639200000002
Bulgaria,BGR,2000Q1,NA,2948.6,15702.8,51.47829,NA,NA,91.179548
China,CHN,2000Q1,NA,2156910,NA,70.86146,2.6952666667,7.533164,80.266904
Croatia,HRV,2000Q1,NA,5802.8,26636,69.5,NA,NA,93.951992
Indonesia,IDN,2000Q1,NA,356522132.7,234910541.9,32.32873,12.63,7.8776969999999995,NA
Romania,ROU,2000Q1,NA,17814.2,73998.2,NA,NA,NA,226.63718
South Africa,ZAF,2000Q1,NA,247590.5,818370,44.95781,9.9284615385,0.24878491,NA
Brazil,BRA,2000Q2,NA,294296,979426.5,37.46114,NA,-0.166598,206.485426
Bulgaria,BGR,2000Q2,NA,3489.5,16544.5,51.13944,NA,NA,91.006452
China,CHN,2000Q2,NA,2427710,NA,69.38737,2.553,8.287429,83.693442
Croatia,HRV,2000Q2,NA,5928.4,27553.3,70.8,NA,NA,94.472796
Indonesia,IDN,2000Q2,NA,369214403.9,244246642.4,32.94731,11.8866666667,7.9573409999999996,NA
Romania,ROU,2000Q2,NA,19364.1,87964.9,NA,NA,NA,219.53215
South Africa,ZAF,2000Q2,NA,257523,857821.3,46.01727,10.1295165501,0.252477603,NA
Brazil,BRA,2000Q3,NA,306157.5,1021122.7,38.6516,NA,-0.8147042,210.283426
Bulgaria,BGR,2000Q3,NA,3634.1,17830.5,54.17766,NA,NA,90.947524
China,CHN,2000Q3,NA,2597380,NA,70.77847,2.4546666667,4.987996,85.729188
