Pays,iso3,date,indicator,value
United States,USA,1965-Q2,short_term_interest,4.303333333333334
Belgium,BEL,1965-Q3,short_term_interest,4.666666666666666
Canada,CAN,1965-Q3,short_term_interest,5.0986666666666665
Germany,DEU,1965-Q3,short_term_interest,5.236666666666666
United States,USA,1965-Q3,short_term_interest,4.31
Belgium,BEL,1965-Q4,short_term_interest,4.6499999999999995
Canada,CAN,1965-Q4,short_term_interest,5.65
Germany,DEU,1965-Q4,short_term_interest,6.596666666666667
United States,USA,1965-Q4,short_term_interest,4.566666666666666
Belgium,BEL,1966-Q1,short_term_interest,4.75
Canada,CAN,1966-Q1,short_term_interest,6.039166666666667
Germany,DEU,1966-Q1,short_term_interest,5.426666666666667
United States,USA,1966-Q1,short_term_interest,5.0633333333333335
Belgium,BEL,1966-Q2,short_term_interest,5.1
Canada,CAN,1966-Q2,short_term_interest,6.1455
Germany,DEU,1966-Q2,short_term_interest,6.456666666666666
United States,USA,1966-Q2,short_term_interest,5.38
Belgium,BEL,1966-Q3,short_term_interest,5.4
Canada,CAN,1966-Q3,short_term_interest,6.3555
Germany,DEU,1966-Q3,short_term_interest,6.8966666666666665
United States,USA,1966-Q3,short_term_interest,5.733333333333333
Belgium,BEL,1966-Q4,short_term_interest,5.766666666666667
Canada,CAN,1966-Q4,short_term_interest,6.485
Germany,DEU,1966-Q4,short_term_interest,7.726666666666667
United States,USA,1966-Q4,short_term_interest,5.756666666666667
Belgium,BEL,1967-Q1,short_term_interest,5.65
Canada,CAN,1967-Q1,short_term_interest,6.0145
Germany,DEU,1967-Q1,short_term_interest,5.43
United States,USA,1967-Q1,short_term_interest,5.196666666666666
Belgium,BEL,1967-Q2,short_term_interest,5.316666666666666
Canada,CAN,1967-Q2,short_term_interest,5.1595
Germany,DEU,1967-Q2,short_term_interest,4.05
United States,USA,1967-Q2,short_term_interest,4.526666666666666
Belgium,BEL,1967-Q3,short_term_interest,5.25
Canada,CAN,1967-Q3,short_term_interest,5.680833333333333
Germany,DEU,1967-Q3,short_term_interest,3.5
United States,USA,1967-Q3,short_term_interest,4.946666666666666
Belgium,BEL,1967-Q4,short_term_interest,4.45
Canada,CAN,1967-Q4,short_term_interest,6.533833333333334
Germany,DEU,1967-Q4,short_term_interest,4.09
United States,USA,1967-Q4,short_term_interest,5.413333333333333
Australia,AUS,1968-Q1,short_term_interest,5.133333333333334
Belgium,BEL,1968-Q1,short_term_interest,4.133333333333333
Canada,CAN,1968-Q1,short_term_interest,6.8385
Germany,DEU,1968-Q1,short_term_interest,3.43
United States,USA,1968-Q1,short_term_interest,5.463333333333334
Australia,AUS,1968-Q2,short_term_interest,5.316666666666666
Belgium,BEL,1968-Q2,short_term_interest,3.75
Canada,CAN,1968-Q2,short_term_interest,7.3116666666666665
Germany,DEU,1968-Q2,short_term_interest,3.68
United States,USA,1968-Q2,short_term_interest,6.013333333333334
Australia,AUS,1968-Q3,short_term_interest,5.083333333333333
Belgium,BEL,1968-Q3,short_term_interest,3.7666666666666666
Canada,CAN,1968-Q3,short_term_interest,6.6851666666666665
Germany,DEU,1968-Q3,short_term_interest,3.56
United States,USA,1968-Q3,short_term_interest,5.886666666666667
Australia,AUS,1968-Q4,short_term_interest,4.933333333333334
Belgium,BEL,1968-Q4,short_term_interest,4.533333333333333
Canada,CAN,1968-Q4,short_term_interest,6.4384999999999994
Germany,DEU,1968-Q4,short_term_interest,4.5633333333333335
United States,USA,1968-Q4,short_term_interest,6.073333333333333
Australia,AUS,1969-Q1,short_term_interest,5.116666666666666
Belgium,BEL,1969-Q1,short_term_interest,5.7
Canada,CAN,1969-Q1,short_term_interest,6.898499999999999
Germany,DEU,1969-Q1,short_term_interest,3.9966666666666666
United States,USA,1969-Q1,short_term_interest,6.556666666666667
Australia,AUS,1969-Q2,short_term_interest,5.6000000000000005
Belgium,BEL,1969-Q2,short_term_interest,6.3
Canada,CAN,1969-Q2,short_term_interest,7.264666666666667
Germany,DEU,1969-Q2,short_term_interest,4.76
United States,USA,1969-Q2,short_term_interest,7.376666666666667
Australia,AUS,1969-Q3,short_term_interest,5.8999999999999995
Belgium,BEL,1969-Q3,short_term_interest,7.916666666666667
Canada,CAN,1969-Q3,short_term_interest,8.289
Germany,DEU,1969-Q3,short_term_interest,6.406666666666667
United States,USA,1969-Q3,short_term_interest,8.513333333333334
Australia,AUS,1969-Q4,short_term_interest,3.75
Belgium,BEL,1969-Q4,short_term_interest,8.5
