Pays,iso3,date,indicator,value
Australia,AUS,1996-Q4,reer_ic37_41_cpi,82.889625
Austria,AUT,1996-Q4,reer_ic37_41_cpi,106.47084
Belgium,BEL,1996-Q4,reer_ic37_41_cpi,102.59827999999999
Canada,CAN,1996-Q4,reer_ic37_41_cpi,96.0739
Czechia,CZE,1996-Q4,reer_ic37_41_cpi,69.827915
Denmark,DNK,1996-Q4,reer_ic37_41_cpi,102.322415
Estonia,EST,1996-Q4,reer_ic37_41_cpi,66.75238999999999
Finland,FIN,1996-Q4,reer_ic37_41_cpi,106.733755
France,FRA,1996-Q4,reer_ic37_41_cpi,111.38825
Germany,DEU,1996-Q4,reer_ic37_41_cpi,115.522235
Hungary,HUN,1996-Q4,reer_ic37_41_cpi,73.59059500000001
Ireland,IRL,1996-Q4,reer_ic37_41_cpi,104.07702499999999
Italy,ITA,1996-Q4,reer_ic37_41_cpi,102.324725
Japan,JPN,1996-Q4,reer_ic37_41_cpi,150.70678500000002
Latvia,LVA,1996-Q4,reer_ic37_41_cpi,69.65249
Lithuania,LTU,1996-Q4,reer_ic37_41_cpi,57.63905
Luxembourg,LUX,1996-Q4,reer_ic37_41_cpi,95.508125
Mexico,MEX,1996-Q4,reer_ic37_41_cpi,94.277835
Netherlands,NLD,1996-Q4,reer_ic37_41_cpi,100.170175
New Zealand,NZL,1996-Q4,reer_ic37_41_cpi,92.217705
Norway,NOR,1996-Q4,reer_ic37_41_cpi,110.79635
Poland,POL,1996-Q4,reer_ic37_41_cpi,81.49372
Portugal,PRT,1996-Q4,reer_ic37_41_cpi,99.853625
Slovakia,SVK,1996-Q4,reer_ic37_41_cpi,50.726079999999996
Slovenia,SVN,1996-Q4,reer_ic37_41_cpi,92.69536
South Korea,KOR,1996-Q4,reer_ic37_41_cpi,104.972185
Spain,ESP,1996-Q4,reer_ic37_41_cpi,96.307965
Sweden,SWE,1996-Q4,reer_ic37_41_cpi,121.528555
Switzerland,CHE,1996-Q4,reer_ic37_41_cpi,87.29246499999999
Turkey,TUR,1996-Q4,reer_ic37_41_cpi,69.684245
United Kingdom,GBR,1996-Q4,reer_ic37_41_cpi,95.346295
United States,USA,1996-Q4,reer_ic37_41_cpi,87.00151
Australia,AUS,1997-Q1,reer_ic37_41_cpi,84.534515
Austria,AUT,1997-Q1,reer_ic37_41_cpi,104.543645
Belgium,BEL,1997-Q1,reer_ic37_41_cpi,100.272795
Canada,CAN,1997-Q1,reer_ic37_41_cpi,96.45820499999999
Czechia,CZE,1997-Q1,reer_ic37_41_cpi,71.764025
Denmark,DNK,1997-Q1,reer_ic37_41_cpi,100.274815
Estonia,EST,1997-Q1,reer_ic37_41_cpi,66.12789000000001
Finland,FIN,1997-Q1,reer_ic37_41_cpi,103.88041
France,FRA,1997-Q1,reer_ic37_41_cpi,108.924865
Germany,DEU,1997-Q1,reer_ic37_41_cpi,113.18112500000001
Hungary,HUN,1997-Q1,reer_ic37_41_cpi,77.696325
Ireland,IRL,1997-Q1,reer_ic37_41_cpi,105.18407500000001
Italy,ITA,1997-Q1,reer_ic37_41_cpi,100.56861
Japan,JPN,1997-Q1,reer_ic37_41_cpi,143.03126500000002
Latvia,LVA,1997-Q1,reer_ic37_41_cpi,71.895555
Lithuania,LTU,1997-Q1,reer_ic37_41_cpi,62.577209999999994
Luxembourg,LUX,1997-Q1,reer_ic37_41_cpi,93.35692
Mexico,MEX,1997-Q1,reer_ic37_41_cpi,100.54385500000001
Netherlands,NLD,1997-Q1,reer_ic37_41_cpi,97.837095
New Zealand,NZL,1997-Q1,reer_ic37_41_cpi,94.04706999999999
